# 2km 경쟁점 폐업 대조 — 판정칸(영업/폐업/모름)은 비어 있다. 채우지 않은 칸은 '모름'이다.
등급,매장명,매장코드,구분,거리m,상호,주소,위도,경도,공식DB,같은자리의심,카카오맵링크,판정,메모
-,전대후문점,20231215406,500m안,228,액티브게임파크 광주전남대점,전남광주통합특별시 북구 우치로 98-1,35.176217,126.912627,,,"https://map.kakao.com/link/map/%EC%95%A1%ED%8B%B0%EB%B8%8C%EA%B2%8C%EC%9E%84%ED%8C%8C%ED%81%AC%20%EA%B4%91%EC%A3%BC%EC%A0%84%EB%82%A8%EB%8C%80%EC%A0%90,35.176217195386855,126.9126268349952",,
-,전대후문점,20231215406,500m안,239,베니 PC Place,전남광주통합특별시 북구 우치로100번길 24,35.176225,126.913770,배니,,"https://map.kakao.com/link/map/%EB%B2%A0%EB%8B%88%20PC%20Place,35.1762252252082,126.913769626381",,
-,전대후문점,20231215406,500m안,333,볼트9PC카페,전남광주통합특별시 북구 우치로100번길 41,35.176772,126.914775,볼트나인,,"https://map.kakao.com/link/map/%EB%B3%BC%ED%8A%B89PC%EC%B9%B4%ED%8E%98,35.1767721586884,126.914774631728",,
B,부천상동역점,20240628416,500m밖,721,듀얼PC방 부천상동점,경기 부천시 원미구 조마루로 105,37.500401,126.755445,,,"https://map.kakao.com/link/map/%EB%93%80%EC%96%BCPC%EB%B0%A9%20%EB%B6%80%EC%B2%9C%EC%83%81%EB%8F%99%EC%A0%90,37.500400781251,126.755444842592",,
B,부천상동역점,20240628416,500m밖,737,레드포스PC,경기 부천시 원미구 석천로177번길 31,37.503303,126.760957,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%93%9C%ED%8F%AC%EC%8A%A4PC,37.50330338430575,126.76095664104064",,
B,부천상동역점,20240628416,500m밖,772,오토피씨(OTOPC) 중동점,경기 부천시 원미구 석천로177번길 29,37.503260,126.761381,,,"https://map.kakao.com/link/map/%EC%98%A4%ED%86%A0%ED%94%BC%EC%94%A8(OTOPC)%20%EC%A4%91%EB%8F%99%EC%A0%90,37.5032600928584,126.76138088262",,
C,부천상동역점,20240628416,500m밖,852,캐치팡 중동점,경기 부천시 원미구 석천로 181,37.503710,126.762681,,,"https://map.kakao.com/link/map/%EC%BA%90%EC%B9%98%ED%8C%A1%20%EC%A4%91%EB%8F%99%EC%A0%90,37.5037096100583,126.76268117499",,
C,부천상동역점,20240628416,500m밖,886,갤러리PC 부천상동점,경기 부천시 원미구 석천로 171,37.502853,126.762571,,,"https://map.kakao.com/link/map/%EA%B0%A4%EB%9F%AC%EB%A6%ACPC%20%EB%B6%80%EC%B2%9C%EC%83%81%EB%8F%99%EC%A0%90,37.5028525338334,126.76257079415",,
C,부천상동역점,20240628416,500m밖,913,긱스타pc방,경기 부천시 원미구 석천로 176,37.502976,126.763009,,,"https://map.kakao.com/link/map/%EA%B8%B1%EC%8A%A4%ED%83%80pc%EB%B0%A9,37.50297595069173,126.76300920749327",,
C,부천상동역점,20240628416,500m밖,1387,메가팡,경기 부천시 원미구 길주로 234,37.502636,126.768648,,,"https://map.kakao.com/link/map/%EB%A9%94%EA%B0%80%ED%8C%A1,37.50263573717863,126.76864798632853",,
C,부천상동역점,20240628416,500m밖,1388,로그인PC카페,경기 부천시 원미구 부흥로 176,37.496201,126.762232,,,"https://map.kakao.com/link/map/%EB%A1%9C%EA%B7%B8%EC%9D%B8PC%EC%B9%B4%ED%8E%98,37.4962006401149,126.762232248978",,
C,부천상동역점,20240628416,500m밖,1432,레벨업PC방 부천시청점,경기 부천시 원미구 중동로 258,37.502860,126.769285,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%B2%A8%EC%97%85PC%EB%B0%A9%20%EB%B6%80%EC%B2%9C%EC%8B%9C%EC%B2%AD%EC%A0%90,37.5028604322475,126.769285141452",,
C,부천상동역점,20240628416,500m밖,1541,퀸스타,경기 부천시 원미구 부흥로 198,37.495805,126.764535,,,"https://map.kakao.com/link/map/%ED%80%B8%EC%8A%A4%ED%83%80,37.4958052056987,126.764534742587",,
C,부천상동역점,20240628416,500m밖,1602,하하인터넷피시방,경기 부천시 원미구 중동로 370,37.512840,126.770294,,,"https://map.kakao.com/link/map/%ED%95%98%ED%95%98%EC%9D%B8%ED%84%B0%EB%84%B7%ED%94%BC%EC%8B%9C%EB%B0%A9,37.5128401057145,126.770293894785",,
C,부천상동역점,20240628416,500m밖,1625,쓰리팝PC,인천 부평구 영성서로 3,37.518315,126.742514,,,"https://map.kakao.com/link/map/%EC%93%B0%EB%A6%AC%ED%8C%9DPC,37.5183149627236,126.742513679723",,
C,부천상동역점,20240628416,500m밖,1633,밀크PC방,인천 부평구 충선로203번길 16,37.507557,126.735394,,,"https://map.kakao.com/link/map/%EB%B0%80%ED%81%ACPC%EB%B0%A9,37.50755748470083,126.73539362033812",,
C,부천상동역점,20240628416,500m밖,1647,EFC이스포츠스타디움,경기 부천시 원미구 평천로 708,37.514858,126.769470,,,"https://map.kakao.com/link/map/EFC%EC%9D%B4%EC%8A%A4%ED%8F%AC%EC%B8%A0%EC%8A%A4%ED%83%80%EB%94%94%EC%9B%80,37.5148576461474,126.769469912891",,
C,부천상동역점,20240628416,500m밖,1685,세븐PC카페,경기 부천시 원미구 중동로248번길 55,37.501629,126.771774,,,"https://map.kakao.com/link/map/%EC%84%B8%EB%B8%90PC%EC%B9%B4%ED%8E%98,37.5016290887393,126.771773558062",,
C,부천상동역점,20240628416,500m밖,1689,펄스PC 부평삼산점,인천 부평구 길주로647번길 4,37.507201,126.734737,,,"https://map.kakao.com/link/map/%ED%8E%84%EC%8A%A4PC%20%EB%B6%80%ED%8F%89%EC%82%BC%EC%82%B0%EC%A0%90,37.5072010161943,126.734736635592",,
C,부천상동역점,20240628416,500m밖,1689,토이즈(Toys),인천 부평구 길주로647번길 20,37.507914,126.734780,,,"https://map.kakao.com/link/map/%ED%86%A0%EC%9D%B4%EC%A6%88(Toys),37.5079138075994,126.734780484877",,
C,부천상동역점,20240628416,500m밖,1709,디비 피시 카페DB PC CAFE,경기 부천시 원미구 중동로254번길 61,37.502145,126.772275,,,"https://map.kakao.com/link/map/%EB%94%94%EB%B9%84%20%ED%94%BC%EC%8B%9C%20%EC%B9%B4%ED%8E%98DB%20PC%20CAFE,37.50214453020979,126.77227525131805",,
C,부천상동역점,20240628416,500m밖,1716,킹덤PC,인천 부평구 평천로 447,37.517474,126.739828,,,"https://map.kakao.com/link/map/%ED%82%B9%EB%8D%A4PC,37.5174738490388,126.739827809983",,
C,부천상동역점,20240628416,500m밖,1720,헤라(HERA) PC방,경기 부천시 원미구 상일로 92,37.491309,126.752476,,쓰리팝(부천상동점),"https://map.kakao.com/link/map/%ED%97%A4%EB%9D%BC(HERA)%20PC%EB%B0%A9,37.4913088672616,126.752475706376",,
C,부천상동역점,20240628416,500m밖,1721,쓰리팝(부천상동점),경기 부천시 원미구 상일로 92,37.491303,126.752462,,헤라(HERA) PC방,"https://map.kakao.com/link/map/%EC%93%B0%EB%A6%AC%ED%8C%9D(%EB%B6%80%EC%B2%9C%EC%83%81%EB%8F%99%EC%A0%90),37.4913025318456,126.752462158133",,
C,부천상동역점,20240628416,500m밖,1742,프리미엄 본스PC,인천 부평구 길주로647번길 17,37.508031,126.734198,,DBPC,"https://map.kakao.com/link/map/%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84%20%EB%B3%B8%EC%8A%A4PC,37.5080305287337,126.73419759962",,
C,부천상동역점,20240628416,500m밖,1742,스마트PC,경기 부천시 오정구 중동로 398,37.515341,126.770359,,킹덤PC방 약대점,"https://map.kakao.com/link/map/%EC%8A%A4%EB%A7%88%ED%8A%B8PC,37.5153414133499,126.770358620421",,
C,부천상동역점,20240628416,500m밖,1742,DBPC,인천 부평구 길주로647번길 17,37.508031,126.734193,,프리미엄 본스PC,"https://map.kakao.com/link/map/DBPC,37.5080305185536,126.734193075599",,
C,부천상동역점,20240628416,500m밖,1745,킹덤PC방 약대점,경기 부천시 오정구 중동로 398,37.515402,126.770339,,스마트PC,"https://map.kakao.com/link/map/%ED%82%B9%EB%8D%A4PC%EB%B0%A9%20%EC%95%BD%EB%8C%80%EC%A0%90,37.5154017427229,126.770339206416",,
C,부천상동역점,20240628416,500m밖,1752,보라PC,인천 부평구 충선로203번길 40,37.507628,126.734054,,,"https://map.kakao.com/link/map/%EB%B3%B4%EB%9D%BCPC,37.5076283590268,126.734054256561",,
C,부천상동역점,20240628416,500m밖,1776,커넥트PC카페,경기 부천시 원미구 상일로94번길 16,37.490804,126.752489,,스마트팡팡 송내로데오,"https://map.kakao.com/link/map/%EC%BB%A4%EB%84%A5%ED%8A%B8PC%EC%B9%B4%ED%8E%98,37.49080433147632,126.75248867882995",,
C,부천상동역점,20240628416,500m밖,1777,스마트팡팡 송내로데오,경기 부천시 원미구 상일로94번길 16,37.490792,126.752517,,커넥트PC카페 / 퍼니퍼니PC방,"https://map.kakao.com/link/map/%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%8C%A1%ED%8C%A1%20%EC%86%A1%EB%82%B4%EB%A1%9C%EB%8D%B0%EC%98%A4,37.4907917767092,126.752516989122",,
C,부천상동역점,20240628416,500m밖,1778,퍼니퍼니PC방,경기 부천시 원미구 상일로94번길 15,37.490770,126.752799,,스마트팡팡 송내로데오,"https://map.kakao.com/link/map/%ED%8D%BC%EB%8B%88%ED%8D%BC%EB%8B%88PC%EB%B0%A9,37.4907698412035,126.752798619309",,
C,부천상동역점,20240628416,500m밖,1838,DB PC카페,경기 부천시 원미구 송내대로73번길 21,37.490222,126.752909,,프렌드PC방,"https://map.kakao.com/link/map/DB%20PC%EC%B9%B4%ED%8E%98,37.4902222607876,126.752908975482",,
C,부천상동역점,20240628416,500m밖,1839,프렌드PC방,경기 부천시 원미구 송내대로73번길 21,37.490217,126.752906,,DB PC카페,"https://map.kakao.com/link/map/%ED%94%84%EB%A0%8C%EB%93%9CPC%EB%B0%A9,37.4902168476976,126.752905601075",,
C,부천상동역점,20240628416,500m밖,1853,제로백PC방 삼산동점,인천 부평구 체육관로 14,37.508386,126.732970,,,"https://map.kakao.com/link/map/%EC%A0%9C%EB%A1%9C%EB%B0%B1PC%EB%B0%A9%20%EC%82%BC%EC%82%B0%EB%8F%99%EC%A0%90,37.5083863596217,126.732970312757",,
C,부천상동역점,20240628416,500m밖,1861,탑클래스PC방 중동점,경기 부천시 원미구 중동로 153,37.493544,126.766776,,,"https://map.kakao.com/link/map/%ED%83%91%ED%81%B4%EB%9E%98%EC%8A%A4PC%EB%B0%A9%20%EC%A4%91%EB%8F%99%EC%A0%90,37.4935436246646,126.76677629644",,
C,부천상동역점,20240628416,500m밖,1909,레벨업PC방 송내점,경기 부천시 원미구 상일로122번길 39,37.489635,126.755771,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%B2%A8%EC%97%85PC%EB%B0%A9%20%EC%86%A1%EB%82%B4%EC%A0%90,37.4896353493503,126.755770543176",,
C,부천상동역점,20240628416,500m밖,1918,스타일pc방,경기 부천시 원미구 중동로248번길 105,37.501205,126.774388,,,"https://map.kakao.com/link/map/%EC%8A%A4%ED%83%80%EC%9D%BCpc%EB%B0%A9,37.50120523367074,126.77438838596964",,
-,부천상동역점,20240628416,500m안,85,토이포이,경기 부천시 원미구 상동로 109,37.507114,126.752975,스타덤,,"https://map.kakao.com/link/map/%ED%86%A0%EC%9D%B4%ED%8F%AC%EC%9D%B4,37.5071135244146,126.752975460225",,
-,부천상동역점,20240628416,500m안,183,본PC,경기 부천시 원미구 길주로77번길 55-13,37.507209,126.751838,,,"https://map.kakao.com/link/map/%EB%B3%B8PC,37.5072093505838,126.75183848725",,
-,부천상동역점,20240628416,500m안,213,크라우드PC 부천상동점,경기 부천시 원미구 길주로121번길 18-3,37.506680,126.756255,크라우드PC방,,"https://map.kakao.com/link/map/%ED%81%AC%EB%9D%BC%EC%9A%B0%EB%93%9CPC%20%EB%B6%80%EC%B2%9C%EC%83%81%EB%8F%99%EC%A0%90,37.506679745698,126.75625451094",,
-,부천상동역점,20240628416,500m안,214,더엑스PC방 상동점,경기 부천시 원미구 상동로 87,37.505220,126.752402,더엑스,,"https://map.kakao.com/link/map/%EB%8D%94%EC%97%91%EC%8A%A4PC%EB%B0%A9%20%EC%83%81%EB%8F%99%EC%A0%90,37.50522021649957,126.75240150991304",,
-,부천상동역점,20240628416,500m안,237,크리드PC방 부천상동점,경기 부천시 원미구 길주로 86,37.505249,126.751950,크리드,,"https://map.kakao.com/link/map/%ED%81%AC%EB%A6%AC%EB%93%9CPC%EB%B0%A9%20%EB%B6%80%EC%B2%9C%EC%83%81%EB%8F%99%EC%A0%90,37.5052490026825,126.751950156768",,
-,부천상동역점,20240628416,500m안,248,레벨업PC방 부천상동점,경기 부천시 원미구 상동로 83,37.504834,126.752430,레벨업,게임박스 상동점,"https://map.kakao.com/link/map/%EB%A0%88%EB%B2%A8%EC%97%85PC%EB%B0%A9%20%EB%B6%80%EC%B2%9C%EC%83%81%EB%8F%99%EC%A0%90,37.5048337457025,126.752429929443",,
-,부천상동역점,20240628416,500m안,271,게임박스 상동점,경기 부천시 원미구 상동로 81,37.504619,126.752384,,레벨업PC방 부천상동점,"https://map.kakao.com/link/map/%EA%B2%8C%EC%9E%84%EB%B0%95%EC%8A%A4%20%EC%83%81%EB%8F%99%EC%A0%90,37.5046192112346,126.752384268375",,
-,부천상동역점,20240628416,500m안,307,옵티멈존PC카페 상동역점,경기 부천시 원미구 상동로 79,37.504268,126.752357,철구(옵티멈),,"https://map.kakao.com/link/map/%EC%98%B5%ED%8B%B0%EB%A9%88%EC%A1%B4PC%EC%B9%B4%ED%8E%98%20%EC%83%81%EB%8F%99%EC%97%AD%EC%A0%90,37.5042677631309,126.752357155158",,
B,수원인계점,20241017418,500m밖,511,하바나PC방,경기 수원시 팔달구 경수대로 438,37.265394,127.026628,EFC,,"https://map.kakao.com/link/map/%ED%95%98%EB%B0%94%EB%82%98PC%EB%B0%A9,37.2653935583159,127.026627552817",,
B,수원인계점,20241017418,500m밖,801,사이버파크피시방,경기 수원시 팔달구 권광로 120,37.258430,127.030859,,,"https://map.kakao.com/link/map/%EC%82%AC%EC%9D%B4%EB%B2%84%ED%8C%8C%ED%81%AC%ED%94%BC%EC%8B%9C%EB%B0%A9,37.2584301759237,127.030859145235",,
B,수원인계점,20241017418,500m밖,811,피에스타플레이스PC방,경기 수원시 권선구 경수대로384번길 42-1,37.259819,127.026711,,,"https://map.kakao.com/link/map/%ED%94%BC%EC%97%90%EC%8A%A4%ED%83%80%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4PC%EB%B0%A9,37.2598187903773,127.02671126472",,
C,수원인계점,20241017418,500m밖,914,크라우드PC 수원인계점,경기 수원시 팔달구 세지로 182,37.267443,127.022360,,,"https://map.kakao.com/link/map/%ED%81%AC%EB%9D%BC%EC%9A%B0%EB%93%9CPC%20%EC%88%98%EC%9B%90%EC%9D%B8%EA%B3%84%EC%A0%90,37.2674425091909,127.022359903682",,
C,수원인계점,20241017418,500m밖,1068,클릭PC 권선점,경기 수원시 권선구 권선로 652,37.260128,127.022441,,PC토랑 수원권선점,"https://map.kakao.com/link/map/%ED%81%B4%EB%A6%ADPC%20%EA%B6%8C%EC%84%A0%EC%A0%90,37.2601278333485,127.02244116146",,
C,수원인계점,20241017418,500m밖,1068,PC토랑 수원권선점,경기 수원시 권선구 권선로 652,37.260131,127.022428,,클릭PC 권선점,"https://map.kakao.com/link/map/PC%ED%86%A0%EB%9E%91%20%EC%88%98%EC%9B%90%EA%B6%8C%EC%84%A0%EC%A0%90,37.2601314400931,127.022427634929",,
C,수원인계점,20241017418,500m밖,1189,녹스피시방 수원본점,경기 수원시 영통구 효원로 381,37.259325,127.043310,,,"https://map.kakao.com/link/map/%EB%85%B9%EC%8A%A4%ED%94%BC%EC%8B%9C%EB%B0%A9%20%EC%88%98%EC%9B%90%EB%B3%B8%EC%A0%90,37.2593246157772,127.043310405984",,
C,수원인계점,20241017418,500m밖,1200,스타캐슬PC존,경기 수원시 권선구 세권로181번길 20-3,37.256608,127.024781,,,"https://map.kakao.com/link/map/%EC%8A%A4%ED%83%80%EC%BA%90%EC%8A%ACPC%EC%A1%B4,37.2566078926734,127.024781410419",,
C,수원인계점,20241017418,500m밖,1297,예스플레이스테이션,경기 수원시 영통구 매탄로100번길 29,37.259467,127.044884,,다다다,"https://map.kakao.com/link/map/%EC%98%88%EC%8A%A4%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%85%98,37.2594672954509,127.044884184645",,
C,수원인계점,20241017418,500m밖,1304,다다다,경기 수원시 영통구 매탄로100번길 29,37.259408,127.044934,,예스플레이스테이션,"https://map.kakao.com/link/map/%EB%8B%A4%EB%8B%A4%EB%8B%A4,37.259407807826456,127.04493375007235",,
C,수원인계점,20241017418,500m밖,1344,영자PC방,경기 수원시 영통구 효원로 397,37.259045,127.045182,,,"https://map.kakao.com/link/map/%EC%98%81%EC%9E%90PC%EB%B0%A9,37.2590454943145,127.04518153729",,
C,수원인계점,20241017418,500m밖,1345,토니PC존 수원매탄점,경기 수원시 영통구 동수원로 498,37.272020,127.045221,,,"https://map.kakao.com/link/map/%ED%86%A0%EB%8B%88PC%EC%A1%B4%20%EC%88%98%EC%9B%90%EB%A7%A4%ED%83%84%EC%A0%90,37.2720204821238,127.045220858931",,
C,수원인계점,20241017418,500m밖,1365,AMGPC방,경기 수원시 영통구 매영로35번길 6,37.269601,127.046929,,,"https://map.kakao.com/link/map/AMGPC%EB%B0%A9,37.2696014232988,127.046928612986",,
