매장명,매장코드,개점일,매출기간,거리m,상호,주소,위도,경도,등급,판정,메모
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1709,디비 피시 카페DB PC CAFE,경기 부천시 원미구 중동로254번길 61,37.502145,126.772275,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1716,킹덤PC,인천 부평구 평천로 447,37.517474,126.739828,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1720,헤라(HERA) PC방,경기 부천시 원미구 상일로 92,37.491309,126.752476,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1721,쓰리팝(부천상동점),경기 부천시 원미구 상일로 92,37.491303,126.752462,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1742,프리미엄 본스PC,인천 부평구 길주로647번길 17,37.508031,126.734198,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1742,스마트PC,경기 부천시 오정구 중동로 398,37.515341,126.770359,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1742,DBPC,인천 부평구 길주로647번길 17,37.508031,126.734193,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1745,킹덤PC방 약대점,경기 부천시 오정구 중동로 398,37.515402,126.770339,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1752,보라PC,인천 부평구 충선로203번길 40,37.507628,126.734054,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1776,커넥트PC카페,경기 부천시 원미구 상일로94번길 16,37.490804,126.752489,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1777,스마트팡팡 송내로데오,경기 부천시 원미구 상일로94번길 16,37.490792,126.752517,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1778,퍼니퍼니PC방,경기 부천시 원미구 상일로94번길 15,37.490770,126.752799,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1838,DB PC카페,경기 부천시 원미구 송내대로73번길 21,37.490222,126.752909,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1839,프렌드PC방,경기 부천시 원미구 송내대로73번길 21,37.490217,126.752906,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1853,제로백PC방 삼산동점,인천 부평구 체육관로 14,37.508386,126.732970,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1861,탑클래스PC방 중동점,경기 부천시 원미구 중동로 153,37.493544,126.766776,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1909,레벨업PC방 송내점,경기 부천시 원미구 상일로122번길 39,37.489635,126.755771,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1918,스타일pc방,경기 부천시 원미구 중동로248번길 105,37.501205,126.774388,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,85,토이포이,경기 부천시 원미구 상동로 109,37.507114,126.752975,-,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,183,본PC,경기 부천시 원미구 길주로77번길 55-13,37.507209,126.751838,-,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,213,크라우드PC 부천상동점,경기 부천시 원미구 길주로121번길 18-3,37.506680,126.756255,-,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,214,더엑스PC방 상동점,경기 부천시 원미구 상동로 87,37.505220,126.752402,-,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,237,크리드PC방 부천상동점,경기 부천시 원미구 길주로 86,37.505249,126.751950,-,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,248,레벨업PC방 부천상동점,경기 부천시 원미구 상동로 83,37.504834,126.752430,-,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,271,게임박스 상동점,경기 부천시 원미구 상동로 81,37.504619,126.752384,-,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,307,옵티멈존PC카페 상동역점,경기 부천시 원미구 상동로 79,37.504268,126.752357,-,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,511,하바나PC방,경기 수원시 팔달구 경수대로 438,37.265394,127.026628,B,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,801,사이버파크피시방,경기 수원시 팔달구 권광로 120,37.258430,127.030859,B,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,811,피에스타플레이스PC방,경기 수원시 권선구 경수대로384번길 42-1,37.259819,127.026711,B,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,914,크라우드PC 수원인계점,경기 수원시 팔달구 세지로 182,37.267443,127.022360,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1068,클릭PC 권선점,경기 수원시 권선구 권선로 652,37.260128,127.022441,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1068,PC토랑 수원권선점,경기 수원시 권선구 권선로 652,37.260131,127.022428,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1189,녹스피시방 수원본점,경기 수원시 영통구 효원로 381,37.259325,127.043310,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1200,스타캐슬PC존,경기 수원시 권선구 세권로181번길 20-3,37.256608,127.024781,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1297,예스플레이스테이션,경기 수원시 영통구 매탄로100번길 29,37.259467,127.044884,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1304,다다다,경기 수원시 영통구 매탄로100번길 29,37.259408,127.044934,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1344,영자PC방,경기 수원시 영통구 효원로 397,37.259045,127.045182,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1345,토니PC존 수원매탄점,경기 수원시 영통구 동수원로 498,37.272020,127.045221,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1365,AMGPC방,경기 수원시 영통구 매영로35번길 6,37.269601,127.046929,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1377,초콜릿PC방,경기 수원시 권선구 권광로 62,37.253470,127.028830,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1443,제로백PC 세류점,경기 수원시 권선구 세지로 85,37.259557,127.017951,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1450,잇츠PC 매탄점,경기 수원시 영통구 인계로 284,37.263212,127.048475,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1463,제로백PC방 우만점,경기 수원시 팔달구 중부대로 143,37.278729,127.031865,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1501,메테오PC,경기 수원시 영통구 중부대로 259,37.275001,127.044503,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1516,영우PC방,경기 수원시 팔달구 아주로 9,37.275722,127.043807,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1573,레본PC방,경기 수원시 팔달구 매산로116번길 70,37.268309,127.014995,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1590,해피로PC방 수원아주대점,경기 수원시 영통구 아주로 18,37.276382,127.044132,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1590,제로백PC 아주대점,경기 수원시 영통구 아주로 18,37.276383,127.044135,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1590,라온PC카페,경기 수원시 영통구 아주로 18,37.276383,127.044135,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1611,제로백pc방 매교점,경기 수원시 팔달구 정조로715번길 67,37.269124,127.014784,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1631,로얄게임랜드,경기 수원시 팔달구 중부대로 17,37.275502,127.018852,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1633,스카이브릿지카페,경기 수원시 권선구 세권로 118,37.257232,127.017208,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1634,크리드PC방,경기 수원시 권선구 세권로 118,37.257223,127.017199,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1666,PC파란,경기 수원시 영통구 아주로 28,37.277290,127.044110,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1677,맥스피드PC방 수원매탄본점,경기 수원시 영통구 중부대로 302,37.273039,127.048820,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1719,웰빙PC방,경기 수원시 팔달구 아주로 37,37.278227,127.043547,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1720,제로100PC 아주대정문2호점,경기 수원시 팔달구 아주로 37,37.278227,127.043549,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1720,3POP+PC방,경기 수원시 팔달구 아주로 37,37.278227,127.043551,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1720,긱스타PC방 아주대점,경기 수원시 팔달구 아주로 37,37.278227,127.043551,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1720,에이치디엘,경기 수원시 팔달구 아주로 37,37.278231,127.043547,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,1733,탑플레이스고질라PC,경기 수원시 팔달구 아주로 37,37.278344,127.043614,C,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,134,퍼펙트게임랜드,경기 수원시 팔달구 인계로166번길 48-21,37.264617,127.033350,-,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,139,레드포스PC아레나 인계점,경기 수원시 팔달구 효원로265번길 54,37.264352,127.031912,-,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,142,셀하PC방,경기 수원시 팔달구 인계로 140,37.266782,127.032847,-,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,174,트리플PC방,경기 수원시 팔달구 인계로124번길 49,37.265125,127.030495,-,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,176,봉봉스테이션 인계점,경기 수원시 팔달구 인계로166번길 48-17,37.264371,127.033731,-,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,202,킹오락실,경기 수원시 팔달구 인계로124번길 46,37.265513,127.030110,-,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,202,에이원PC카페,경기 수원시 팔달구 효원로265번길 41,37.263956,127.031276,-,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,274,헤르메스pc,경기 수원시 팔달구 인계로166번길 15-4,37.265462,127.035487,-,,
수원인계점,20241017418,2024-10-17,2024-11 ~ 2026-08,320,쇼타임PC방 인계점,경기 수원시 팔달구 권광로188번길 41,37.263940,127.035394,-,,
신중동점,N001,,,701,레벨업PC방 부천시청점,경기 부천시 원미구 중동로 258,37.502860,126.769285,B,,
신중동점,N001,,,738,메가팡,경기 부천시 원미구 길주로 234,37.502636,126.768648,B,,
신중동점,N001,,,908,퀸즈PC,경기 부천시 원미구 옥산로 153,37.507184,126.780072,B,,
신중동점,N001,,,955,더블엑스피씨방,경기 부천시 원미구 부흥로373번길 51,37.493754,126.783994,C,,
신중동점,N001,,,964,쓰리팝PC카페,경기 부천시 원미구 부천로 124,37.495263,126.785529,C,,
신중동점,N001,,,977,졸라빨라피씨방 원미점,경기 부천시 원미구 부천로 120,37.494986,126.785483,C,,
신중동점,N001,,,995,세븐PC,경기 부천시 원미구 조종로7번길 33,37.495007,126.785747,C,,
신중동점,N001,,,1066,탑클래스PC방 중동점,경기 부천시 원미구 중동로 153,37.493544,126.766776,C,,
신중동점,N001,,,1105,듀얼피시방 본점,경기 부천시 원미구 장말로 351,37.490552,126.781221,C,,
신중동점,N001,,,1107,퀸스타,경기 부천시 원미구 부흥로 198,37.495805,126.764535,C,,
신중동점,N001,,,1129,갱 PC방,경기 부천시 원미구 부천로90번길 8,37.492129,126.784728,C,,
신중동점,N001,,,1177,놀PC방 부천심곡점,경기 부천시 원미구 장말로294번길 49,37.489144,126.774157,C,,
신중동점,N001,,,1187,피씨팝 부천중동점,경기 부천시 원미구 장말로216번길 3,37.492319,126.766303,C,,
신중동점,N001,,,1209,프랜드PC방,경기 부천시 원미구 신흥로53번길 53,37.488848,126.774185,C,,
신중동점,N001,,,1215,긱스타pc방,경기 부천시 원미구 석천로 176,37.502976,126.763009,C,,
신중동점,N001,,,1248,갤러리PC 부천상동점,경기 부천시 원미구 석천로 171,37.502853,126.762571,C,,
신중동점,N001,,,1269,캐치팡 중동점,경기 부천시 원미구 석천로 181,37.503710,126.762681,C,,
신중동점,N001,,,1272,행운PC,경기 부천시 원미구 부흥로 393-1,37.490573,126.784909,C,,
신중동점,N001,,,1279,애플PC방,경기 부천시 원미구 신흥로56번길 36,37.488357,126.779084,C,,
신중동점,N001,,,1284,로그인PC카페,경기 부천시 원미구 부흥로 176,37.496201,126.762232,C,,
신중동점,N001,,,1305,노블피시방,경기 부천시 원미구 신흥로56번길 50,37.488295,126.780005,C,,
신중동점,N001,,,1362,오토피씨(OTOPC) 중동점,경기 부천시 원미구 석천로177번길 29,37.503260,126.761381,C,,
신중동점,N001,,,1382,스피드PC방,경기 부천시 원미구 조마루로 429,37.497032,126.791385,C,,
신중동점,N001,,,1385,미디어웹 이스테이션,경기 부천시 원미구 부일로 403,37.487183,126.775171,C,,
신중동점,N001,,,1399,레드포스PC,경기 부천시 원미구 석천로177번길 31,37.503303,126.760957,C,,
신중동점,N001,,,1408,더캠프PC방 부천대캠프,경기 부천시 원미구 부일로449번길 28,37.487459,126.780566,C,,
신중동점,N001,,,1412,스테이PC 부천대점,경기 부천시 원미구 부일로 429,37.487000,126.777957,C,,
신중동점,N001,,,1449,제로백 부천원미점,경기 부천시 원미구 원미로 162,37.496839,126.792114,C,,
신중동점,N001,,,1450,피에스타PC방 부천원미점,경기 부천시 원미구 원미로 154,37.496327,126.791976,C,,
신중동점,N001,,,1468,오셀롯PC방 부천역점,경기 부천시 원미구 부천로 42,37.488020,126.784043,C,,
신중동점,N001,,,1483,탑플레이스PC 부천대본점,경기 부천시 원미구 부일로449번길 12,37.486705,126.780329,C,,
신중동점,N001,,,1505,팬텀PC카페,경기 부천시 원미구 부천로40번길 10,37.487677,126.784137,C,,
신중동점,N001,,,1520,헐,경기 부천시 원미구 부천로 36,37.487363,126.783728,C,,
신중동점,N001,,,1547,온피씨,경기 부천시 원미구 부일로 459,37.486282,126.781098,C,,
신중동점,N001,,,1552,하하인터넷피시방,경기 부천시 원미구 중동로 370,37.512840,126.770294,C,,
신중동점,N001,,,79,블록버스터PC방,경기 부천시 원미구 조마루로297번길 31,37.498940,126.776301,-,,
신중동점,N001,,,79,메인,경기 부천시 원미구 조마루로297번길 31,37.498935,126.776294,-,,
신중동점,N001,,,93,비비스타디움 신중동점,경기 부천시 원미구 조마루로291번길 26,37.498800,126.775973,-,,
신중동점,N001,,,184,아즈텍PC방,경기 부천시 원미구 소향로 241,37.500802,126.774609,-,,
신중동점,N001,,,202,BBPC카페,경기 부천시 원미구 조마루로291번길 6,37.497811,126.776203,-,,
신중동점,N001,,,230,스타일pc방,경기 부천시 원미구 중동로248번길 105,37.501205,126.774388,-,,
신중동점,N001,,,254,그린PC,경기 부천시 원미구 부흥로315번길 67,37.497402,126.776746,-,,
신중동점,N001,,,437,디비 피시 카페DB PC CAFE,경기 부천시 원미구 중동로254번길 61,37.502145,126.772275,-,,
신중동점,N001,,,441,세븐PC카페,경기 부천시 원미구 중동로248번길 55,37.501629,126.771774,-,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,637,사격장,전남광주통합특별시 북구 용봉택지로 82,35.178258,126.895539,B,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,656,스타PC,전남광주통합특별시 북구 자미로 61,35.171513,126.904301,B,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,657,사계절PC,전남광주통합특별시 북구 저불로70번길 6-3,35.180330,126.896268,B,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,658,청담PC방,전남광주통합특별시 북구 자미로 64,35.171603,126.904717,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,659,인터게이트 전대점,전남광주통합특별시 북구 자미로 61,35.171474,126.904239,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,679,테디PC방,전남광주통합특별시 북구 자미로 59,35.171289,126.904228,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,861,짱게임랜드,전남광주통합특별시 북구 우치로231번길 50,35.184988,126.902724,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,917,탑독PC,전남광주통합특별시 북구 우치로 128,35.178830,126.912307,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,917,블랑PC,전남광주통합특별시 북구 우치로 128,35.178830,126.912307,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,936,액티브게임파크 광주전남대점,전남광주통합특별시 북구 우치로 98-1,35.176217,126.912627,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,976,제스트 (Zest) PC,전남광주통합특별시 북구 우치로90번길 5,35.175591,126.912955,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,995,레벨업PC방 전남대점,전남광주통합특별시 북구 우치로 80,35.174645,126.912884,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,995,레드포스PC아레나 광주전남대점,전남광주통합특별시 북구 우치로 80,35.174648,126.912893,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,997,3팝 PC카페,전남광주통합특별시 북구 우치로 80,35.174643,126.912912,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1002,레오PC방,전남광주통합특별시 북구 우치로90번길 8-3,35.175324,126.913179,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1019,아이센스 블랙라벨PC존 전대후문점,전남광주통합특별시 북구 우치로 76,35.174045,126.912926,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1037,말섬pc존,전남광주통합특별시 북구 우치로241번길 52,35.186583,126.902293,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1039,베니 PC Place,전남광주통합특별시 북구 우치로100번길 24,35.176225,126.913770,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1055,뽑기명당,전남광주통합특별시 북구 우치로90번길 21,35.175649,126.913850,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1056,아이디온PC카페,전남광주통합특별시 북구 용봉택지로 42,35.178414,126.890910,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1084,아이팝PC방,전남광주통합특별시 북구 서방로 4,35.173432,126.913392,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1089,아이센스리그PC방 오치점,전남광주통합특별시 북구 서하로 198,35.187044,126.902075,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1126,자비스PC존,전남광주통합특별시 북구 서방로 7-1,35.173602,126.913971,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1126,볼트9PC카페,전남광주통합특별시 북구 우치로100번길 41,35.176772,126.914775,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1132,라인PC,전남광주통합특별시 북구 서방로 10,35.173349,126.913916,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1132,아로마PC카페,전남광주통합특별시 북구 우치로228번길 52-4,35.186355,126.907994,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1137,PC소풍,전남광주통합특별시 북구 서하로 193,35.187467,126.901680,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1170,탑 TOPPC방광주오치점,전남광주통합특별시 북구 안산로 5,35.187776,126.902330,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1202,더블랑PC플레이스,전남광주통합특별시 북구 비엔날레로 97,35.180635,126.889893,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1204,블랑,전남광주통합특별시 북구 비엔날레로 97,35.180596,126.889852,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1320,아이듀PC방,전남광주통합특별시 북구 금호로 47-2,35.173329,126.888723,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1405,화이트아레나PC,전남광주통합특별시 북구 서하로 119,35.187645,126.893634,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1439,소나무피씨클럽,전남광주통합특별시 북구 호동로 70,35.177756,126.918217,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1442,그르르 PC카페,전남광주통합특별시 북구 호동로 70,35.177754,126.918246,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1681,VIP게임랜드,전남광주통합특별시 북구 경양로 107,35.162120,126.903916,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1764,헤나PC,전남광주통합특별시 북구 매곡로 70,35.191266,126.893306,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1768,피씨뱅크,전남광주통합특별시 북구 매곡로 70,35.191273,126.893243,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1804,"액터스, 액터스PC카페",전남광주통합특별시 북구 설죽로370번길 32,35.193494,126.901983,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1804,유니넷PC존 오치동점,전남광주통합특별시 북구 설죽로370번길 32,35.193494,126.901977,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,1826,멜론PC,전남광주통합특별시 북구 설죽로370번길 25,35.193675,126.901418,C,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,35,로드PC방 상대점,전남광주통합특별시 북구 설죽로202번길 84,35.177198,126.902032,-,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,56,긱스타PC 상대점,전남광주통합특별시 북구 설죽로202번길 80,35.177173,126.901805,-,,
전대상대점,20240126408,2024-01-26,2024-02 ~ 2026-08,385,굿PC,전남광주통합특별시 북구 용주로30번길 56,35.180537,126.903729,-,,
